명칭,대분류,중분류
固态电池,스펙,속성
ELECTRODE POROSITY,스펙,속성
电极孔隙率,스펙,속성
전극로딩,스펙,속성
ELECTRODE LOADING,스펙,속성
电极LOADING量,스펙,속성
ELECTRODE MISMATCH,스펙,속성
电极蛇形,스펙,속성
ELECTRODE DENSITY,스펙,속성
电极密度,스펙,속성
전극YIELD,스펙,속성
ELECTRODE YIELD,스펙,속성
电极收率,스펙,속성
ELECTRODE ADHESION,스펙,속성
电极粘着力,스펙,속성
CONDUCTANCE,스펙,속성
CONDUCTIVITY,스펙,속성
传导度,스펙,속성
ELECTRIC ENERGY,스펙,속성
电量,스펙,속성
ELECTRONIC DOCUMENT MANAGEMENT SYSTEM,스펙,속성
EDMS,스펙,속성
电子文书管理SYSTEM,스펙,속성
TOTAL WIDTH,스펙,속성
总宽度,스펙,속성
ELECTROLYTE HF,스펙,속성
电解液HF,스펙,속성
토출량,스펙,속성
EXTRACTED ELECTROLYTE,스펙,속성
电解液吐出量,스펙,속성
PACKAGING-WETTING,스펙,속성
PKG-WETTING,스펙,속성
电解液渗透,스펙,속성
ABSOLUTE HUMIDITY,스펙,속성
绝对湿度,스펙,속성
노맥스,스펙,속성
INSULATION,스펙,속성
NOMEX,스펙,속성
NOMAX,스펙,속성
绝缘,스펙,속성
ISOLATION RESISTANCE,스펙,속성
I/R,스펙,속성
绝缘电阻,스펙,속성
INSULATION VOLTAGE,스펙,속성
IV,스펙,속성
ISOLATION VOLTAGE,스펙,속성
绝缘电压,스펙,속성
VISCOSITY,스펙,속성
粘度,스펙,속성
ADHESIVE FORCE,스펙,속성
附着力,스펙,속성
黏着力,스펙,속성
RATED VOLTAGE,스펙,속성
额定电压,스펙,속성
얼라인,스펙,속성
ALIGN,스펙,속성
正列,스펙,속성
PRODUCT SPECIFICATION,스펙,속성
产品规格,스펙,속성
MASS DRAWING,스펙,속성
产品图纸,스펙,속성
PRODUCT LIFE CYCLE,스펙,속성
产品寿命周期,스펙,속성
产品使用周期,스펙,속성
LIMITED DESIGN,스펙,속성
设计限制,스펙,속성
INTENSITY OF ILLUMINATION,스펙,속성
照度,스펙,속성
光照强度,스펙,속성
ASSEMBLY SCRATCH,스펙,속성
组装SCRATCH,스펙,속성
조립YIELD,스펙,속성
ASSEMBLY YIELD,스펙,속성
组装收率,스펙,속성
FORMULA,스펙,속성
组成,스펙,속성
配方,스펙,속성
ELECTROLYTE FILLING,스펙,속성
EL FILLING,스펙,속성
ELECTROLYTE INJECTION,스펙,속성
LIQUID INJECTION,스펙,속성
注液,스펙,속성
ELECTROLYTE INJECTION INTENSITY,스펙,속성
注液强度,스펙,속성
ELECTROLYTE AMOUNT,스펙,속성
注液量,스펙,속성
GRAVIMETRIC ENERGY DENSITY,스펙,속성
重量能量密度,스펙,속성
JIG,스펙,속성
机构,스펙,속성
지그활성화,스펙,속성
JIG FORMATION,스펙,속성
JIG FORM.,스펙,속성
高温加压,스펙,속성
DIRECT AIR COOLING,스펙,속성
直接供应方式,스펙,속성
DIRECT WATER COOLING,스펙,속성
直接冷方式,스펙,속성
잔충격,스펙,속성
잔진동,스펙,속성
복합진동,스펙,속성
흔들림,스펙,속성
VIBRATION,스펙,속성
振动,스펙,속성
DUST COLLECTOR,스펙,속성
DUST TRAP,스펙,속성
DUST CHAMBER,스펙,속성
集尘器,스펙,속성
CHAMBER,스펙,속성
会议室,스펙,속성
뚫림,스펙,속성
PUNCTURE,스펙,속성
击穿,스펙,속성
CLEAN CLASS,스펙,속성
洁净度,스펙,속성
清洁度,스펙,속성
VOLUMETRIC,스펙,속성
体积,스펙,속성
VOLUMETRIC ENERGY DENSITY,스펙,속성
体积能量密度,스펙,속성
VOLUME RESISTIVITY,스펙,속성
体积阻抗,스펙,속성
ULTRA SONIC,스펙,속성
ULTRASONIC WAVE,스펙,속성
ULTRASOUND,스펙,속성
超声波,스펙,속성
TOTAL HEIGHT,스펙,속성
总高,스펙,속성
TRACEABILITY,스펙,속성
可追溯性,스펙,속성
可跟踪性,스펙,속성
Round Trip Efficiency,스펙,속성
RTE,스펙,속성
SHOCK,스펙,속성
冲击,스펙,속성
COLLISION,스펙,속성
碰撞,스펙,속성
CHARGE/DISCHARGE,스펙,속성
充放电,스펙,속성
CURRENT-RATE,스펙,속성
CURRENT RATE,스펙,속성
充放电率,스펙,속성
CHARGE/DISCHARGE VOLTAGE,스펙,속성
充放电电压,스펙,속성
CHARGING/DISCHARGING CUT OFF,스펙,속성
充放电截止条件,스펙,속성
CHARGE,스펙,속성
CHARGING,스펙,속성
充电,스펙,속성
DEPTH OF CHARGE,스펙,속성
DOC,스펙,속성
充电深度,스펙,속성
LATERAL HEIGHT,스펙,속성
侧面高度,스펙,속성
MEASUREMENT ERROR,스펙,속성
测量误差,스펙,속성
CURVED CELL,스펙,속성
弯曲的电芯,스펙,속성
CUT-OFF,스펙,속성
截止条件,스펙,속성
코인,스펙,속성
COIN CELL,스펙,속성
COIN,스펙,속성
纽扣电池,스펙,속성
扣式电池,스펙,속성
슬레드TEST,스펙,속성
슬레드테스트,스펙,속성
CRASH,스펙,속성
DESTRUCTIVE SHOCK,스펙,속성
SLED TEST,스펙,속성
撞击,스펙,속성
CRACK,스펙,속성
裂纹,스펙,속성
开裂,스펙,속성
CRUSH,스펙,속성
挤压变形,스펙,속성
压伤,스펙,속성
PUNCHING,스펙,속성
PUNCH,스펙,속성
打孔,스펙,속성
穿孔,스펙,속성
방식,스펙,속성
타이프,스펙,속성
형,스펙,속성
TYPE,스펙,속성
类型,스펙,속성
이탈,스펙,속성
BREAKAWAY,스펙,속성
脱离,스펙,속성
TERRACE,스펙,속성
테잎,스펙,속성
TAPE,스펙,속성
胶带,스펙,속성
EXTRACTION,스펙,속성
EXTRACTED,스펙,속성
提取,스펙,속성
TORQUE,스펙,속성
T/Q,스펙,속성
扭矩,스펙,속성
STATISTICAL TOLERANCE ANALYSIS,스펙,속성
统计公差分析,스펙,속성
통기,스펙,속성
AIR PERMEABILITY,스펙,속성
透气度,스펙,속성
AIR PERMEABILITY TIME,스펙,속성
透气时间,스펙,속성
DEGENERATION,스펙,속성
退化,스펙,속성
DEGENERATION ANALYSIS,스펙,속성
退化分析,스펙,속성
투과성,스펙,속성
침투성,스펙,속성
PERMEABILITY,스펙,속성
渗透率,스펙,속성
TRIMMING,스펙,속성
裁切,스펙,속성
TRIMMED,스펙,속성
修剪,스펙,속성
TWIST,스펙,속성
扭转,스펙,속성
틸트,스펙,속성
기울어짐,스펙,속성
쏠림,스펙,속성
TILTING,스펙,속성
TILT,스펙,속성
倾斜,스펙,속성
摆动,스펙,속성
매개변수,스펙,속성
모수,스펙,속성
PARAMETER,스펙,속성
参数,스펙,속성
폴리머,스펙,속성
POUCH TYPE,스펙,속성
POLYMER,스펙,속성
铝皮类型,스펙,속성
패키지,스펙,속성
페키지,스펙,속성
PACKAGING,스펙,속성
PACKAGE,스펙,속성
PKG,스펙,속성
PAKCAGE,스펙,속성
PACK BATTERY MANAGEMENT SYSTEM,스펙,속성
PBMS,스펙,속성
부풀음,스펙,속성
SWELLING,스펙,속성
SWOLLEN,스펙,속성
膨胀,스펙,속성
FLATNESS,스펙,속성
平坦度,스펙,속성
포밍DEPTH,스펙,속성
포밍뎁스,스펙,속성
FORMING DEPTH,스펙,속성
成型深度,스펙,속성
PORE,스펙,속성
气孔,스펙,속성
가로세로크기,스펙,속성
FOOTPRINT,스펙,속성
面积,스펙,속성
PRESS,스펙,속성
压合,스펙,속성
FRAME,스펙,속성
框架,스펙,속성
PROJECTILE,스펙,속성
投射物,스펙,속성
PROFILE,스펙,속성
配置文件,스펙,속성
전파,스펙,속성
PROPAGATION,스펙,속성
宣传,스펙,속성
传播,스펙,속성
FREEFORM폴리머전지,스펙,속성
FREE FORM POLYMER BATTERY,스펙,속성
FREE FORM聚合物电池,스펙,속성
PLATE,스펙,속성
板,스펙,속성
HF,스펙,속성
HYDROGEN FLUORIDE,스펙,속성
氟化氢,스펙,속성
HI-POT,스펙,속성
HI POT,스펙,속성
HIPOT,스펙,속성
高压,스펙,속성
WETTING,스펙,속성
湿润,스펙,속성
HOT MELT,스펙,속성
热熔,스펙,속성
HOT BOX,스펙,속성
热箱,스펙,속성
hot-box,스펙,속성
HOT PRESS,스펙,속성
热压,스펙,속성
HOT PLATE,스펙,속성
HEATING PLATE,스펙,속성
HOTPLATE,스펙,속성
DISINTEGRATION,스펙,속성
解体,스펙,속성
NEW MODEL CHANGE,스펙,속성
MODEL DEVELOPMENT,스펙,속성
型开发,스펙,속성
CHANGEOVER,스펙,속성
MODEL CHANGE,스펙,속성
型交换,스펙,속성
REDUCTION,스펙,속성
还原,스펙,속성
포메이션,스펙,속성
FORMATION,스펙,속성
活性化,스펙,속성
리커버리용량,스펙,속성
RECOVERY CAPACITY,스펙,속성
恢复容量,스펙,속성
REST,스펙,속성
RESTING,스펙,속성
中止,스펙,속성
ADSORPTION,스펙,속성
吸附,스펙,속성
POST V/D MEAN THICKNESS,스펙,속성 
V/D后平均厚度,스펙,속성 
2ND IC TEST,스펙,시험
二次IC测试,스펙,시험
二次集成电路测试,스펙,시험
5V REFERENCE,스펙,시험
5V参考,스펙,시험
5-WHY ANALYSIS,스펙,시험
5WHY分析法,스펙,시험
5问法,스펙,시험
ADT,스펙,시험
Noise Class,스펙,시험
소음등급,스펙,시험
ACP,스펙,시험
API,스펙,시험
ALU,스펙,시험
산술논리장치,스펙,시험
BSW,스펙,시험
BMIC,스펙,시험
BSC,스펙,시험
Battery Section Controller,스펙,시험
BE_A~G,스펙,시험
BEVD,스펙,시험
Battery System Monitoring,스펙,시험
맞대기용접,스펙,시험
CAPABILITY. OPERATION RATE,스펙,시험
生产能力,스펙,시험
CONSTANT CURRENT-CONSTANT VOLTAGE CHARGE,스펙,시험
CC-CV CHARGE,스펙,시험
CC-CV充电,스펙,시험
CCI MAIN FRAME,스펙,시험
CCI主机,스펙,시험
CCR CRIMPING,스펙,시험
CONSTANT CURRENT DISCHARGE,스펙,시험
CC DISCHARGE,스펙,시험
CC放电,스펙,시험
恒流恒压放电,스펙,시험
CONSTANT CURRENT CHARGE,스펙,시험
CC-CHARGE,스펙,시험
CC充电,스펙,시험
恒流恒压充电,스펙,시험
CELL DISASSEMBLE INSPECTION,스펙,시험
CELL分解检查,스펙,시험
CELL TRANSFER SECTION,스펙,시험
CELL传送部,스펙,시험
CELL输送部,스펙,시험
CNT HOPPER SCALE,스펙,시험
CNT料斗秤,스펙,시험
CNT库秤,스펙,시험
CNT自动戽斗定量秤,스펙,시험
냉간시동,스펙,시험
CP,스펙,시험
Capability Process,스펙,시험
공통침전,스펙,시험
CM,스펙,시험
CONSTANT VOLTAGE RANGE,스펙,시험
恒压范围,스펙,시험
恒压区间,스펙,시험
CDW,스펙,시험
DC-DC CONVERTER,스펙,시험
DC-DC转换器,스펙,시험
直流电源转换器,스펙,시험
直流-直流转换器,스펙,시험
DC CURRENT,스펙,시험
DC电流,스펙,시험
直流电流,스펙,시험
Design for manufacturability,스펙,시험
DFM,스펙,시험
DRBFM,스펙,시험
주행거리,스펙,시험
DST,스펙,시험
EMC TEST,스펙,시험
电磁兼容测试,스펙,시험
EMC测试,스펙,시험
电磁辐射测试,스펙,시험
电磁兼容试验,스펙,시험
EVT,스펙,시험
등가회로모델,스펙,시험
ECM,스펙,시험
GITT,스펙,시험
GALVANO STATIC INTERMITTENT TITRATION TECHNIQUE,스펙,시험
GITT 分析,스펙,시험
静电间歇滴定技术,스펙,시험
恒电流间歇滴定技术,스펙,시험
IATF,스펙,시험
SMMT,스펙,시험
IATF France,스펙,시험
ANFIA,스펙,시험
VDA-QMC,스펙,시험
IAOB,스펙,시험
IEC62660,스펙,시험
절연전압검사기,스펙,시험
IV CHECKER,스펙,시험
INSULATION VOLTAGE CHECKER,스펙,시험
IV检查仪,스펙,시험
绝缘电压检测仪,스펙,시험
제트프린터,스펙,시험
JET PRINTER,스펙,시험
JET 打印机,스펙,시험
激光打印机,스펙,시험
LBIST,스펙,시험
LT DISCHARGE,스펙,시험
LT 放电,스펙,시험
Moving Average Voltage Deviation,스펙,시험
OCV/IR CHECKER,스펙,시험
OCV/IR 检测仪,스펙,시험
신뢰성수락시험,스펙,시험
Production Reliability Acceptance Test,스펙,시험
PVT,스펙,시험
sam,스펙,시험
SIMS,스펙,시험
부반응,스펙,시험
sat,스펙,시험
SMALL GAP TEST,스펙,시험
小间隙检验,스펙,시험
小差距检验,스펙,시험
小缺口检验,스펙,시험
XRF,스펙,시험
X-RAY FLUORESCENCE SPECTROMETER,스펙,시험
ACCELERATED LIFE TEST,스펙,시험
ALT,스펙,시험
加速寿命试验,스펙,시험
加速寿命测试,스펙,시험
가속CYCLE,스펙,시험
가속사이클,스펙,시험
ACCELERATION CYCLE,스펙,시험
ACCELERATION CYCLING,스펙,시험
加速CYCLE,스펙,시험
가속AGING,스펙,시험
ACCELERATION AGING,스펙,시험
加速老化,스펙,시험
GAS ANALYSIS,스펙,시험
气体分析,스펙,시험
기체크로마토그래피,스펙,시험
GAS CHROMATOGRAPHY,스펙,시험
GC,스펙,시험
气相色谱仪,스펙,시험
气相层析仪,스펙,시험
가압전류검사법,스펙,시험
HPCD,스펙,시험
HIGH PRESSURE CURRENT DETECTOR,스펙,시험
加压电流检查,스펙,시험
가압실,스펙,시험
HIGH PRESSURE CHAMBER,스펙,시험
高压室,스펙,시험
加压舱,스펙,시험
PRISMATIC LEAK CHECK,스펙,시험
棱镜检漏,스펙,시험
DEW POINT TEST,스펙,시험
露点试验,스펙,시험
CUSTOMER SPECIFICATION,스펙,시험
顾客规格,스펙,시험
고/노고검사,스펙,시험
GO/NO-GO INSPECTION,스펙,시험
高效检查,스펙,시험
고/노고게이지,스펙,시험
GO/NO-GO GAUGE,스펙,시험
产品尺寸计量器,스펙,시험
급속충전,스펙,시험
FAST CHARGE,스펙,시험
QUICK CHARGE,스펙,시험
快速充电,스펙,시험
HIGH HUMIDITY TEST,스펙,시험
高湿测试,스펙,시험
HTHH TEST,스펙,시험
高温高湿测试,스펙,시험
고온AGING,스펙,시험
HIGH TEMPERATURE AGING,스펙,시험
HT AGING,스펙,시험
高温氧化,스펙,시험
HIGH TEMPERATURE STORAGE TEST,스펙,시험
高温储存TEST,스펙,시험
고온TEST,스펙,시험
THERMAL ABUSE,스펙,시험
THERMAL ABUSE TEST,스펙,시험
高温测试,스펙,시험
HRC,스펙,시험
HIGH RATE CHARGE,스펙,시험
高额充电,스펙,시험
ICP,스펙,시험
INDUCTIVELY COUPLED PLASMA SPECTROMETER,스펙,시험
PROCESS VERIFICATION,스펙,시험
工程验证,스펙,시험
PROCESS FAILURE MODE EFFECT ANALYSIS,스펙,시험
PFMEA,스펙,시험
工程故障形态影响分析,스펙,시험
LINE QUALITY CONTROL,스펙,시험
LQC,스펙,시험
工程品质检查,스펙,시험
과방전TEST,스펙,시험
OVERDISCHARGE TEST,스펙,시험
OVER DISCHARGE TEST,스펙,시험
过放电试验,스펙,시험
과충전TEST,스펙,시험
OVERCHARGE TEST,스펙,시험
OVER CHARGE TEST,스펙,시험
过充电试验,스펙,시험
SENSORY TEST,스펙,시험
属性检验,스펙,시험
교반장치,스펙,시험
믹서,스펙,시험
MIXER,스펙,시험
搅拌机,스펙,시험
INTERNATIONAL STANDARD,스펙,시험
国际规格,스펙,시험
GLOVES,스펙,시험
常州格力博工具,스펙,시험
REFERENCE PERFORMANCE TEST,스펙,시험
RPT,스펙,시험
参考性能测验,스펙,시험
NETWORK ATTACHED SYSTEM,스펙,시험
NAS,스펙,시험
网络连接系统,스펙,시험
낙하실험,스펙,시험
낙하,스펙,시험
DROP TEST,스펙,시험
DROP,스펙,시험
跌落测试,스펙,시험
DURABILITY TEST,스펙,시험
耐久性测试,스펙,시험
internal short,스펙,시험
WITHSTAND VOLTAGE TEST,스펙,시험
HIGH POTENTIAL TEST,스펙,시험
耐压测试,스펙,시험
못관통,스펙,시험
NAIL,스펙,시험
PENETRATING SPEED,스펙,시험
PENETRATING POSITION,스펙,시험
针刺,스펙,시험
WORN OUT,스펙,시험
AGED,스펙,시험
老化,스펙,시험
HEIGHT INSPECTION SECTION,스펙,시험
高度检查部,스펙,시험
HEIGHT MEASURING SECTION,스펙,시험
高度测量部,스펙,시험
Residual Current Monitoring Device,스펙,시험
RCM,스펙,시험
리크검사기,스펙,시험
LEAK검사기,스펙,시험
LEAK CHECKER,스펙,시험
漏液检查机,스펙,시험
LEAK TEST,스펙,시험
LEAKAGE TEST,스펙,시험
漏液测试,스펙,시험
스텝차지,스펙,시험
스텝충전,스펙,시험
STEP CHARGE,스펙,시험
阶梯式充电,스펙,시험
EXTERNAL SHORT CIRCUIT TEST,스펙,시험
EXTERNAL SHORT TEST,스펙,시험
外部短路试验,스펙,시험
STEP ANALYSIS,스펙,시험
断差分析,스펙,시험
DUST테스트,스펙,시험
DUST TEST,스펙,시험
粉尘测试,스펙,시험
두께체크,스펙,시험
THICKNESS CHECK,스펙,시험
厚度检查,스펙,시험
THICKNESS MEASURING INSTRUMENT,스펙,시험
厚度测试,스펙,시험
두께게이지,스펙,시험
THICKNESS GAUGE,스펙,시험
厚度测试仪器,스펙,시험
DRY절연저항측정,스펙,시험
DRY IR MEASUREMENT,스펙,시험
干燥绝缘电阻测定,스펙,시험
DRUM TEST,스펙,시험
转鼓试验,스펙,시험
DVT DESIGN VALIDATION TEST,스펙,시험
设计验证测试,스펙,시험
시차주사열량분석법,스펙,시험
DSC,스펙,시험
DIFFERENTIAL SCANNING CALORIMETRY,스펙,시험
差示扫描量热法,스펙,시험
LAMINATOR,스펙,시험
层压辊轮,스펙,시험
滚筒层压,스펙,시험
LAMI PRESS,스펙,시험
LAMI' PRESS,스펙,시험
LAMI加压,스펙,시험
RHEOMETER,스펙,시험
流变仪,스펙,시험
LEAD ASS'Y GAUGING,스펙,시험
小条组装测量仪,스펙,시험
각형리크체크설비,스펙,시험
PRISMATIC LEAK CHECK MACHINE,스펙,시험
漏液检查设备,스펙,시험
MICROMETER,스펙,시험
MICRO-METER,스펙,시험
测微计,스펙,시험
MATRIX TEST,스펙,시험
矩阵测试,스펙,시험
MULTIMETER,스펙,시험
AUTO MULTIMETER,스펙,시험
万用表,스펙,시험
SIMULATED FIRE TEST,스펙,시험
模拟燃烧试验,스펙,시험
네일시험,스펙,시험
NAIL시험,스펙,시험
NAIL PENETRATION TEST,스펙,시험
针刺试验,스펙,시험
WEIGHT CHECK,스펙,시험
重量检查,스펙,시험
WEIGHT CHECK UNIT,스펙,시험
重量测定机,스펙,시험
MISMATCH,스펙,시험
电极错位,스펙,시험
BINDER MIXER,스펙,시험
粘合剂搅拌机,스펙,시험
混溶液搅拌机,스펙,시험
RESPONSE SURFACE ANALYSIS,스펙,시험
响应曲面分析,스펙,시험
BMS,스펙,시험
BATTERY MANAGEMENT SYSTEM,스펙,시험
电池管理系统,스펙,시험
BATTERY PROTECTION UNIT,스펙,시험
BPU,스펙,시험
电池保护装置,스펙,시험
VERNIER CALIPERS,스펙,시험
VERNIER,스펙,시험
游标卡尺,스펙,시험
BATTERY OPERATION INFORMATION SYSTEM,스펙,시험
BOIS,스펙,시험
电池运行信息系统,스펙,시험
ANOVA,스펙,시험
ANALYSIS OF VARIANCE,스펙,시험
方差分析,스펙,시험
DISASSEMBLE INSPECTION,스펙,시험
分解检查,스펙,시험
BMA,스펙,시험
BATTERY MODULE ASSEMBLY,스펙,시험
BMA INSPECTION UNIT,스펙,시험
BMA检查机构,스펙,시험
BATTERY MANAGEMENT UNIT,스펙,시험
BMU,스펙,시험
电池管理单元,스펙,시험
BATTERY ENERGY CONTROL MODULE,스펙,시험
BECM,스펙,시험
电池能量控制模块,스펙,시험
VISION INSPECTION,스펙,시험
影像检查,스펙,시험
VISION MEASURING UNIT,스펙,시험
VISION0测定机,스펙,시험
NON-DESTRUCTIVE,스펙,시험
非破坏的,스펙,시험
NON-DESTRUCTIVE INSPECTION,스펙,시험
非破坏检查,스펙,시험
BET,스펙,시험
非表面分析装置,스펙,시험
상온저장TEST,스펙,시험
ROOM TEMPERATURE STORAGE TEST,스펙,시험
常温存储测试,스펙,시험
SAMPLING INSPECTION,스펙,시험
抽样检查,스펙,시험
DESIGN VERIFICATION,스펙,시험
DV,스펙,시험
设计验证,스펙,시험
产品设计验证,스펙,시험
제품설계검증,스펙,시험
DESIGN FAILURE MODE EFFECT ANALYSIS,스펙,시험
DFMEA,스펙,시험
设计失效模式效应分析,스펙,시험
CELL WEIGHT MEASUREMENT,스펙,시험
电池重量测定,스펙,시험
쇼트측정,스펙,시험
SHORT CHECK,스펙,시험
断路检查,스펙,시험
SHORT CHECKER,스펙,시험
短路测定机,스펙,시험
MANUAL THICKNESS GAUGE,스펙,시험
手动厚度测定机,스펙,시험
MANUAL TEST,스펙,시험
手动测试,스펙,시험
LIQUID TIGHTNESS TEST,스펙,시험
液体密性试验,스펙,시험
KARL FISCHER MOISTURE ANALYZER,스펙,시험
MOISTURE METER,스펙,시험
水分测定机,스펙,시험
Screening Test,스펙,시험
ST,스펙,시험
TEST INJECTION,스펙,시험
FIRST INJECTION,스펙,시험
